Gene,Value
NDUFB5,781.11217
NDUFB6,455.186675
NDUFB7,39.52916
NDUFB8,361.48076
NDUFB9,684.7711
NDUFC1,211.823995
NDUFC2,461.6653
NDUFS1,61.16223
NDUFS2,298.36164
NDUFS3,159.7405
NDUFS4,118.05784499999999
NDUFS5,714.92877
NDUFS6,475.11401
NDUFS7,64.79247
NDUFV1,118.79942
NDUFV2,265.0679
NDUFV3,86.623275
NEB,18.37976
NEBL,13.979416666666665
NECAB1,339.43978
NECAB2,53.99812
NECAB3,71.584605
NECAP1,158.19156
NECAP2,233.67626
NEDD1,89.75040000000001
NEDD4,90.69538
NEDD4L,57.2504825
NEDD8,561.14947
NEDD9,248.46186599999996
NEFH,18.9267
NEFL,11.938436666666668
NEFM,9.17896
NEGR1,13.359295
NEIL2,128.44152
NEIL3,51.754
NEK1,60.391985999999996
NEK10,34.2068
NEK11,25.615220000000004
NEK2,32.57924
NEK3,12.015115
NEK4,40.2553
NEK5,4.819459999999999
NEK6,46.944542
NEK7,1375.98616
NEK8,44.464214999999996
NEK9,104.20741666666665
NELFB,102.70977
NELFCD,306.089185
NELL1,27.14705
NELL2,524.0857
NEMF,228.4667125
NENF,114.32914333333333
NEO1,14.181403333333334
NES,84.809405
NET1,54.822109999999995
NETO1,23.495000000000005
NETO2,13.914575
NEU1,103.41375
NEU2,10.69302
NEU3,30.167885
NEU4,52.93379
NEURL1,35.218419999999995
NEURL2,22.89827
NEURL3,23.80757
NEURL4,20.49974
NEUROD1,7.0342899999999995
NEUROD2,18.01157
NEUROD4,79.78046
NEUROD6,5.96584
NEUROG1,76.94473
NEUROG2,3.59519
NEUROG3,347.14505
NEXN,75.550445
NEXN-AS1,46.17203
NF1,16.39907
NF2,82.85277625
NFAM1,433.255175
NFASC,60.377042499999995
NFAT5,147.15684666666667
NFATC1,88.7654325
NFATC2,79.62137000000001
NFATC2IP,142.81800166666667
NFATC3,173.2008933333333
NFATC4,50.02865
NFE2,1180.49018
NFE2L1,164.51005666666666
NFE2L2,416.05649
NFE2L3,16.485035
NFE4,210.72127
NFIA,46.39920714285714
NFIB,9.41126
NFIC,137.95211
NFIL3,629.75057
NFIX,41.8226725
NFKB1,250.01852
NFKB2,27.943843333333334
NFKBIA,634.24341
NFKBIB,110.39338333333335
NFKBID,57.88146333333333
NFKBIE,87.01093
NFKBIL1,19.20683
NFKBIZ,709.585705
NFRKB,36.234485
NFS1,42.58265
NFU1,136.3404
NFX1,61.909328
NFXL1,59.33596
NFYA,39.306965
NFYB,52.119085
NFYC,98.98736666666667
NFYC-AS1,42.78609
NGB,53.643919999999994
NGDN,106.16896
NGEF,65.71961
NGF,20.63393
NGFR,4.60841
NGFRAP1,991.22128
NGLY1,296.1469
NGRN,296.49412333333333
NHEJ1,92.7494
NHLH1,6.16626
NHLH2,2.137245
NHLRC2,19.0516625
NHLRC3,41.50360333333333
NHLRC4,261.44474
NHP2,430.90019
NHP2L1,185.9972
NHS,83.96420499999999
NHSL1,7.9403950000000005
NHSL2,88.67353
NICN1,45.63159
NID1,88.06857333333335
NID2,14.75688
NIF3L1,127.5936
NIFK,137.07213333333334
NIM1K,15.95197
NIN,224.57255333333333
NINJ1,968.47821
NINJ2,637.4004
NINL,33.60584
NIP7,106.07825
NIPA1,25.124925
NIPA2,284.798515
NIPAL2,29.440659999999998
NIPAL3,86.815528
NIPAL4,62.20149
NIPBL,232.048036
NIPSNAP1,172.75681
NIPSNAP3A,117.51721
NIPSNAP3B,3.762695
NISCH,139.67088999999999
NIT1,71.28508
NIT2,71.03572
NKAIN1,16.61731
NKAIN2,2.14123
NKAIN3,7.52541
NKAIN4,54.52016
NKAP,176.09433
NKAPL,14.772034999999999
NKAPP1,26.9343
NKD1,9.210263333333332
NKD2,37.11462
NKG7,1031.46411
NKIRAS1,17.70596
NKIRAS2,60.774615
NKPD1,69.79145
NKRF,93.34499
NKTR,258.856675
NKX2-1,17.52075
NKX2-1-AS1,6.70797
NKX2-2,0.00421
NKX2-3,3.43198
NKX2-5,300.31835
NKX2-8,18.39168
NKX3-1,89.12956000000001
NKX3-2,52.21583
NKX6-1,6.1678
NKX6-2,57.6014
NKX6-3,146.601485
NLE1,13.754695000000002
NLGN1,1.961515
NLGN2,29.031630000000003
NLGN3,17.905929999999998
NLGN4X,8.38139
NLGN4Y,4.1644950000000005
NLK,138.01861333333332
NLN,282.44461666666666
NLRC3,349.47778
NLRC4,51.940925
NLRC5,503.30168
NLRP1,118.33995999999999
NLRP10,8.9511
NLRP11,6.23104
NLRP12,382.71267
NLRP13,6.84709
NLRP14,29.33571
NLRP2,7.623165
NLRP3,19.79881333333333
NLRP4,7.03369
NLRP5,15.77437
NLRP6,0.79149
NLRP7,20.1235
NLRP8,52.34461
NLRP9,19.19425
NLRX1,105.23416999999999
NMB,238.47764
NMBR,5.86055
NMD3,132.03623
NME1,73.19393
NME3,14.96685
NME4,136.04292
NME5,11.17032
NME6,92.53718
NME7,23.515655
NME8,28.98424
NME9,24.369
NMI,1358.96965
NMNAT1,28.601003333333335
NMNAT2,11.6900225
NMNAT3,39.578025
NMRAL1,112.36133000000001
NMRK1,136.729295
NMRK2,42.55203
NMT1,100.67439999999999
NMT2,50.6533275
NMU,3.91004
NMUR1,16.8796
NMUR2,52.56397
NNAT,184.59144
NNMT,4.23309
NNT,59.205885
NOA1,268.40347
NOB1,91.29279
NOBOX,38.45196
NOC2L,25.75151
NOC3L,167.44684
NOC4L,43.57169
NOD1,43.486095000000006
NOD2,366.9442
NODAL,12.05712
NOG,184.47227
NOL10,46.736335000000004
NOL11,230.1359
NOL12,369.30341000000004
NOL3,16.4467525
NOL4,2.4625
NOL4L,74.658125
NOL6,18.042045
NOL7,417.4918666666667
NOL8,256.85003
NOL9,116.94486
NOLC1,161.57759333333334
NOM1,656.9400750000001
NONO,540.3400466666666
NOP10,1226.62716
NOP14,68.2051
NOP16,50.260022500000005
NOP2,83.98951
NOP58,387.56514
NOP9,58.83146
NOS1,83.87837166666667
NOS1AP,40.111670000000004
NOS2,31.5666
NOS3,11.027305
NOSIP,402.36399
NOSTRIN,1.00675
NOTCH1,194.50889
NOTCH2,937.36497
NOTCH2NL,1412.92924
NOTCH3,31.14861
NOTCH4,9.154215
NOTUM,128.09537
NOV,76.85329
NOVA1,5.412669999999999
NOVA2,97.38723000000002
NOX1,31.14562
NOX3,0.26545
NOX4,12.0444
NOX5,43.3418
NOXA1,17.28975
NOXO1,30.11997
NOXRED1,61.17698
NPAP1,26.33788
NPAS1,43.2264
NPAS2,32.489108
NPAS3,12.075248888888888
NPAS4,4.321725
NPAT,95.73188333333333
NPB,267.80702
NPBWR1,25.42324
NPBWR2,6.28831
NPC1,54.8044125
NPC1L1,159.31298
NPC2,782.7482
NPCDR1,41.43197
NPDC1,38.72767
NPEPL1,97.991095
NPEPPS,293.05804
NPFF,5.881704999999999
NPFFR1,344.45035
NPFFR2,0.0118
NPHP1,11.951796666666667
NPHP3,67.19370333333333
NPHP4,12.674555
NPHS1,18.7364
NPHS2,63.66271
NPL,455.240425
NPLOC4,163.4915
NPM1,1254.4186966666666
NPM2,50.29342
NPM3,9.13139
NPNT,5.596814999999999
NPPA,73.07137
NPPB,182.77646
NPPC,12.78719
NPR1,65.06882999999999
NPR2,19.37021
NPR3,22.024106666666665
NPRL2,98.947995
NPRL3,425.4780875
NPSR1-AS1,29.442980000000002
NPTN,1628.07898
NPTX1,15.97756
NPTX2,4.84035
NPTXR,24.546770000000002
NPVF,0.53413
NPW,13.03902
NPY,18.99495
NPY1R,4.94057
NPY2R,38.46514666666667
NPY5R,10.78625
NPY6R,26.20131
NQO1,29.324609999999996
NQO2,97.965345
NR0B1,16.654745000000002
NR0B2,4.55749
NR1D1,57.38905
NR1D2,131.544365
NR1H2,68.77281
NR1H3,41.22813
NR1H4,16.355776666666667
NR1I2,7.972885
NR1I3,99.09997
NR2C1,24.7350325
NR2C2,192.2051
NR2C2AP,55.79478
NR2E1,3.93863
NR2E3,21.218040000000002
NR2F1,83.07021999999999
NR2F2,10.3252
NR2F6,7.099760000000001
NR3C1,847.5555339999999
NR3C2,69.12759
NR4A1,37.501216666666664
NR4A2,20.74677
NR4A3,15.7003
NR5A1,15.87657
NR5A2,5.0504675
NR6A1,44.787105714285715
NRAP,72.15250999999999
NRARP,50.10721
NRAS,200.43072500000002
NRBF2,890.73147
NRBP1,35.3639
NRCAM,30.517545
NRD1,593.317945
NRDE2,17.028806666666668
NREP,68.25906
NRF1,48.443458
NRG1,58.301021666666664
NRG2,23.141903333333335
NRG3,12.40175
NRG4,0.00127
NRGN,2340.32754
NRIP1,261.22447
NRIP2,22.5758
NRIP3,18.16901
NRK,7.79327
NRL,26.04548
NRM,194.73787
NRN1,6.43036
NRP1,3.3527275000000003
NRP2,37.02155
NRROS,167.74511
NRSN1,3.06705
NRSN2,21.9871
NRTN,5.50094
NRXN1,15.830028333333333
NRXN2,8.466795000000001
NRXN3,13.594942499999998
NS3BP,206.25534
NSA2,1491.73502
NSAP11,2.10962
NSD1,59.5321375
NSDHL,22.695255
NSF,64.42371
NSFL1C,209.67207333333332
NSG1,29.315633333333334
NSL1,155.738565
NSMAF,162.630066
NSMCE1,229.13517
NSMCE2,1216.88573
NSMCE4A,53.57021
NSMF,28.34676
NSRP1,249.93208
NSUN2,204.83082
NSUN3,50.02356666666666
NSUN4,37.0722375
NSUN5,193.867725
NSUN5P1,103.539275
NSUN6,75.65720333333333
NSUN7,18.912745
NT5C,74.05218500000001
NT5C1A,20.45858
NT5C1B,12.92282
NT5C2,924.06476
NT5C3A,2072.89609
NT5C3B,60.37913
NT5DC1,92.8397325
NT5DC2,30.36845333333333
NT5DC3,31.883104999999997
NT5DC4,25.037383333333334
NT5E,52.4512125
NT5M,85.01307
NTAN1,451.932575
NTF3,4.48745
NTHL1,16.25883
NTM,13.96441
NTMT1,28.78167666666667
NTN1,9.118875
NTN3,30.95893
NTN4,8.85407
NTN5,13.558275
NTNG1,73.756345
NTNG2,30.36189
NTPCR,25.885193333333333
NTRK1,3.30612
NTRK2,21.30270833333333
NTRK3,227.71780555555557
NTS,1.9512
NTSR1,18.77493
NTSR2,28.29406
NUAK1,7.61145
NUB1,187.799592
NUBP1,95.77932
NUBP2,35.64227
NUBPL,61.34021
NUCB1,211.807085
NUCB2,154.604435
NUCKS1,297.0359725
NUDC,99.06345333333333
NUDCD1,39.424899999999994
NUDCD2,47.70109666666667
NUDCD3,37.38507666666667
NUDT1,52.34559
NUDT10,405.639125
NUDT11,8.60014
NUDT12,8.16441
NUDT13,17.71195
NUDT14,59.44713
NUDT15,17.03513
NUDT16,58.7244925
NUDT16L1,79.56151
NUDT16P1,39.53769
NUDT17,276.444205
NUDT18,44.58039
NUDT2,31.00792
NUDT21,175.74415
NUDT22,143.550715
NUDT3,151.21161285714288
NUDT4,358.9741714285714
NUDT5,249.02384
NUDT6,73.756495
NUDT7,15.691385
NUDT9,84.83453
NUDT9P1,24.54559
NUF2,50.91302
NUFIP1,28.177203333333335
NUFIP2,328.0236225
NUMA1,39.324562
NUMB,91.87134
NUMBL,1701.89829
NUP107,162.71711
NUP133,89.076235
NUP153,146.52215666666666
NUP155,29.5382
NUP160,50.04353333333333
NUP188,45.60992666666667
NUP205,51.66405
NUP210,120.41369999999999
NUP210L,8.67756
NUP210P1,19.33459
NUP214,235.07223666666667
NUP35,52.91957
NUP37,75.350635
NUP43,128.921415
NUP50,249.76110333333335
NUP54,82.75495666666667
NUP62CL,4.025425
NUP85,75.52101
NUP88,136.805865
NUP93,48.48977
NUP98,193.80032000000003
NUPL1,106.511765
NUPL2,62.46354
NUPR1,33.54612
NUS1,82.57882000000001
NUSAP1,43.467925
NUTF2,265.535735
NUTM1,62.05149
NUTM2A,221.27575
NUTM2F,13.87946
NVL,40.78379
NWD2,0.51661
NXF1,369.60103
NXF3,3.6404700000000005
NXF5,0.00648
NXN,186.97699
NXNL1,95.33075
NXNL2,18.6591
NXPE1,95.83635
NXPE3,64.216015
NXPE4,0.4935
NXPH1,8.38333
NXPH2,21.818166666666666
NXPH3,62.574805
NXPH4,55.10558
NXT1,69.49791
NXT2,131.88710500000002
NYAP1,283.49158
NYAP2,12.24272
NYNRIN,2.74845
NYX,11.50644
OAF,38.558025
OARD1,102.690305
OAS1,114.702715
OAS2,84.83334333333333
OAS3,51.909485
OASL,102.01607000000001
OAT,507.80159
OAZ1,8845.819325
OAZ2,366.55186
OAZ3,15.494305
OBFC1,74.97293499999999
OBP2A,40.342237999999995
OBP2B,30.03038
OBSCN,31.595536666666664
OBSL1,15.472845714285715
OCA2,66.22857
OCEL1,103.73047
OCIAD1,623.063166
OCIAD2,161.96012
OCLM,33.55072
OCLN,19.5455175
OCR1,20.27275
OCRL,28.197925
ODAM,10.68947
ODC1,2036.05146
ODF1,140.74772
ODF2,26.42067
ODF2L,15.426475
ODF3,108.759895
ODF3B,46.124316
ODF3L1,9.03401
ODF3L2,25.34578
ODF4,11.550995
OFCC1,21.17094636363636
OFD1,194.67123
OGDH,78.24714666666667
OGDHL,4.15302
OGFOD1,78.8452975
OGFOD2,31.98407333333333
OGFOD3,47.49418333333333
OGFR,93.9610625
OGFRL1,1084.3854566666666
OGFRP1,89.41403
OGG1,62.22481000000001
OGN,6.17072
OGT,326.00579500000003
OIP5,19.30451
OIT3,17.48969
OK/SW-CL.36,19.12756
OK/SW-CL.58,7.00301
OLA1,237.84955000000002
OLAH,232.5335133333333
OLFM1,25.86872666666667
OLFM2,45.44113
OLFM3,8.754995
OLFM4,23.2763
OLFML1,0.89604
OLFML2A,63.25665
OLFML2B,33.39266
OLFML3,14.374
OLIG1,149.08958
OLIG2,11.899465
OLIG3,2.76489
OLR1,35.02648
OMA1,154.81886
OMD,20.70004
OMP,4.32166
ONECUT1,30.05242
ONECUT2,2.14923
OOSP2,6.59736
OPA1,52.1943525
OPA3,23.65384
OPALIN,5.85489
OPCML,3.12109
OPHN1,1161.97199
OPLAH,10.20563
OPN1SW,11.9802
OPN3,118.890415
OPN4,9.67289
OPN5,38.421925
OPRD1,10.35065
OPRK1,46.41847
OPRL1,185.333645
OPRM1,8.413446666666667
OPTC,159.79425
OPTN,1436.885795
OR10A3,6.65245
OR10A4,44.14478
OR10A5,0.00655
OR10C1,19.79113
OR10D1P,11.139455000000002
OR10D3,102.83099
OR10H1,12.46777
OR10H2,1.80627
OR10H3,10.79087
OR10J1,128.23978
OR11A1,15.35627
OR12D2,103.8538
OR12D3,3.71944
OR13C4,78.597555
OR14J1,38.11941
OR1A1,44.0707
OR1A2,12.31656
OR1C1,8.23615
OR1D2,22.41258
OR1D5,3.45072
OR1E1,16.32137
OR1E3,13.18469
OR1F1,75.3491
OR1F2P,34.86547
OR1G1,23.96892
OR1I1,34.88408
OR1J2,35.268965
OR1J4,7.655925
OR1Q1,11.99738
OR2B2,4.1556
OR2B3,19.35543
OR2B4P,0.01087
OR2B6,63.80781
OR2C1,30.85213
OR2C3,9.38135
OR2F1,20.597525
OR2F2,11.75504
OR2H1,3.6604680000000003
OR2H2,17.895165
OR2I1P,25.6488
OR2J2,5.65503
OR2J3,1.48486
OR2K2,16.254705
OR2L13,6.9393
OR2L2,11.656443333333334
OR2M4,18.26662
OR2N1P,41.65209
OR2S2,42.20087
OR2W1,5.97011
OR3A1,4.18394
OR3A3,123.18326
OR4D1,17.15856
OR4D2,38.801
OR51A1P,26.02636
OR51B2,48.65972
OR51B4,7.85092
OR51B5,19.59812
OR51B6,38.32419
OR51E1,12.56924
OR51E2,18.37123
OR51I1,71.98341
OR51I2,36.29827
OR51J1,9.37441
OR51M1,4.63787
OR52A1,37.15301
OR52D1,54.31586
OR52K3P,455.26663
OR5E1P,20.12127
OR5G1P,2.69631
OR5H1,21.216935
OR5I1,18.57938
OR5J2,58.50968
OR5K1,4.24326
OR5L2,33.96267
OR5P2,2.40072
OR5P3,7.50013
OR5V1,0.00293
OR6A2,7.42601
OR6B1,28.62898
OR6W1P,10.15929
OR7A10,195.44533
OR7A17,8.00612
OR7A5,58.78982
OR7C1,81.68782
OR7C2,6.0935
OR7D2,58.225660000000005
OR7E14P,5.52798
OR7E19P,45.13434
OR7E24,8.70917
OR7E37P,126.1417
OR8B8,30.67663
OR8D1,6.35307
OR8D2,10.00048
OR8G2,4.249685
ORAI1,297.93788
ORAI2,395.17419666666666
ORAI3,266.54075
ORAOV1,10.22706
ORC1,5.29678
ORC2,71.25421
ORC3,79.47307
ORC4,108.75440499999999
ORC5,34.57809
ORC6,289.72486
ORM1,63.418393333333334
ORMDL1,215.73159333333334
ORMDL2,242.25535
ORMDL3,210.39006
OS9,498.909715
OSBP,103.50882333333334
OSBP2,93.20574666666668
OSBPL10,43.54584
OSBPL11,326.94991500000003
OSBPL1A,76.35715
OSBPL2,286.309175
OSBPL3,29.49257
OSBPL5,28.977800000000002
OSBPL6,191.93227666666667
OSBPL7,18.21262666666667
OSBPL8,1214.8595875
OSBPL9,368.9936
OSCAR,122.85531
OSCP1,10.61451
OSER1,300.7482
OSGEP,53.80474
OSGEPL1,86.662275
OSGIN1,12.66295
OSGIN2,46.34272
OSM,33.824169999999995
OSMR,22.483703333333334
OSR1,3.63977
OSR2,6.77435
OSTC,360.12889
OSTCP1,27.60602
OSTF1,378.6933
OSTM1,181.79599000000002
OTC,0.00357
OTOF,10.478909999999999
OTOGL,5.84003
OTOP2,14.991745000000002
OTOR,11.51458
OTOS,11.15972
OTP,236.084585
OTUB2,27.161673333333336
OTUD1,212.00315333333333
OTUD3,17.56394
OTUD4,129.44919000000002
OTUD5,62.97054
OTUD6B,68.2435
OTUD7A,518.40901
OTUD7B,28.40352833333333
OTULIN,41.657086666666665
OTX1,11.65122
OTX2,16.34594
OVGP1,72.81413
OVOL1,83.170555
OVOL2,59.95341
OVOL3,7.47473
OXA1L,377.23579
OXCT1,102.96566
OXCT2,26.837495
OXER1,249.95504
OXGR1,3.36088
OXLD1,147.125875
OXNAD1,247.51163
OXR1,96.670878
OXSM,52.01378
OXSR1,269.90113
OXT,109.60653
OXTR,27.33578
P2RX1,144.97773
P2RX2,72.78412
P2RX3,7.93678
P2RX4,63.66633
P2RX5,253.05328
P2RX6,43.806005
P2RX7,48.440775
P2RY1,28.06918
P2RY10,465.640885
P2RY11,12.42449
P2RY12,87.48925499999999
P2RY13,1374.04026
P2RY14,142.51927
P2RY2,17.79157
P2RY4,31.32767
P2RY6,21.58358
P2RY8,534.37843
P4HA1,65.500835
P4HA3,9.559775
P4HB,204.98712666666665
P4HTM,88.44886
PA2G4,229.75183500000003
PAAF1,95.73956000000001
PABPC1,2083.4589666666666
PABPC1L,51.80063666666666
PABPC1L2A,66.63509
PABPC3,3501.70755
PABPC5,0.00172
PABPN1,84.69237
PACRG,73.50716
PACRGL,11.576699999999999
PACS1,147.95841000000001
PACS2,148.44446
PACSIN1,132.544795
PACSIN2,368.85872333333333
PACSIN3,51.11385
PADI1,98.85133499999999
PADI2,206.63828999999998
PADI3,6.61638
PADI4,227.52146666666667
PAEP,0.05222
PAF1,64.61705
PAFAH1B1,193.30483
PAFAH1B2,196.09424
PAFAH1B3,119.11815
PAFAH2,57.557765
PAG1,342.2226033333333
PAGE1,11.95079
PAGE4,36.56682
PAGE5,1.94949
PAGR1,80.05060999999999
PAICS,54.29398666666666
PAIP1,146.849962
PAIP2,1408.20713
PAIP2B,17.67913
PAK1,257.899345
PAK1IP1,21.6167
PAK2,247.98685833333334
PAK3,29.891389999999998
PAK4,106.62356
PAK6,21.543305
PAK7,6.316955
PALB2,55.57331
PALD1,31.79341
PALLD,31.034174999999998
PALM,0.01181
PALM3,15.2738
PALMD,19.76649
PAM,69.24099666666667
PAMR1,7.89038
PAN2,118.18482
PAN3,749.27145
PANK1,28.6368
PANK2,107.86344666666668
PANK3,133.87234
PANK4,96.50166
PANX1,35.2509825
PANX2,160.33878333333334
PANX3,0.892
PAOX,16.4332325
PAPD4,202.6518
PAPD5,187.82452
PAPD7,139.86055
PAPLN,3.5867549999999997
PAPOLA,458.2435966666667
PAPOLB,8.81993
PAPOLG,71.44775
PAPPA,90.11167818181819
PAPPA2,32.0347825
PAPSS1,446.52529
PAPSS2,84.10852666666666
PAQR3,21.836209999999998
PAQR4,22.92998
PAQR5,6.86354
PAQR6,12.23826
PAQR7,55.96021
PAQR8,146.68229
PAQR9,18.98624
PARD3,33.5105225
PARD3B,26.868603999999998
PARD6A,43.2584
PARD6B,10.411733333333332
PARD6G,88.06008000000001
PARG,47.98466
PARK2,24.456226666666666
PARK7,1719.69433
PARL,161.09938499999998
PARM1,13.91568
PARN,69.22072
PARP1,449.86407
PARP10,44.93137
PARP11,102.48185666666667
PARP12,243.63714
PARP14,156.786415
PARP15,12.295185
PARP16,81.07677
PARP2,36.905229999999996
PARP3,15.89354
PARP4,596.0747
PARP6,78.03074
PARP8,564.166925
PARP9,199.659855
PARPBP,5.3276
PARS2,34.24829
PART1,33.55316
PARVA,39.68214714285715
PARVB,171.83040333333335
PARVG,199.8747
PASD1,12.27157
PASK,103.02434999999998
PATE1,5.108755
PATE2,28.43348
PATL1,59.671353999999994
PATL2,64.60785
PATZ1,43.34554666666667
PAWR,30.239821428571428
PAX1,25.86704
PAX2,48.34748
PAX3,53.925865
PAX4,13.541045
PAX5,124.93734
PAX6,7.139695
PAX7,56.704755
PAX8,55.6607675
PAX8-AS1,61.38125
PAX9,10.99151
PAXBP1,87.03958999999999
PAXIP1,71.45513
PBDC1,113.637075
PBK,1.45735
PBLD,21.549300000000002
PBOV1,8.806995
PBRM1,176.07644166666668
PBX1,208.46569333333332
PBX2,101.1186675
PBX3,107.60492
PBX4,31.56734
PBXIP1,217.60401666666667
PC,10.31076
PCAT18,9.6627
PCAT4,8.00347
PCBD1,9.66765
PCBD2,17.454356666666666
PCBP1,1952.00768
PCBP2,796.3910533333333
PCBP3,50.76326
PCBP4,20.96484
PCCA,13.89257
PCCB,59.314335
PCDH1,22.214905
PCDH10,5.7442575
PCDH11X,320.557444
PCDH12,38.23268
PCDH15,5.137214999999999
PCDH17,28.343766666666667
PCDH18,10.629165
PCDH19,23.57146
PCDH7,13.924322
PCDH8,5.43372
PCDH9,33.088187500000004
PCDHA9,115.89947
PCDHB1,47.04684
PCDHB10,113.86598
PCDHB11,3.74242
PCDHB12,120.95894
PCDHB13,75.08477
PCDHB14,0.01421
PCDHB15,2.0373
PCDHB16,1.43059
PCDHB17,4.81722
PCDHB18,85.482455
PCDHB2,8.26199
PCDHB3,15.397179999999999
PCDHB4,6.11503
PCDHB5,4.6082
PCDHB6,7.88014
PCDHB7,6.7306
PCDHB8,2.38746
PCDHB9,27.77798
PCDHGC3,14.080826666666667
PCDP1,58.617215
PCED1A,49.61575
PCED1B,218.45668
PCF11,237.88147500000002
PCGF1,126.63576
PCGF2,25.951375
PCGF3,75.91627000000001
PCGF5,885.3082019999999
PCGF6,9.80398
PCID2,85.85484
PCIF1,68.25515333333333
PCK1,9.25941
PCK2,53.77191
PCLO,10.482443333333334
PCM1,149.27208666666667
PCMT1,434.9542066666666
PCMTD1,452.329612
PCMTD2,325.67271999999997
PCNA,233.67385
PCNP,345.3535933333333
PCNT,202.30757499999999
PCNX,82.88648857142857
PCNXL2,24.181848
PCNXL3,22.22864
PCNXL4,44.40702
PCOLCE,12.32091
PCOLCE2,42.17122
PCP2,24.70802
PCP4,31.47611
PCP4L1,31.03257
PCSK1,2.78103
PCSK1N,36.88267
PCSK2,2.895985
PCSK4,28.23599
PCSK5,44.16466333333333
PCSK6,24.452747499999997
PCSK7,95.49233000000001
PCSK9,36.09587
PCTP,294.09859
PCYOX1,67.98823
PCYOX1L,104.5178
PCYT1A,124.97654999999999
PCYT1B,14.813476666666666
PCYT2,36.23314
PDAP1,70.53726499999999
PDC,6.98336
PDCD1,63.91902
PDCD10,1291.7373
PDCD11,36.263895
PDCD1LG2,23.60894
PDCD2,70.068222
PDCD2L,20.54462
PDCD4,0.24441
PDCD5,21.80235
PDCD6IP,402.845845
PDCD7,309.665095
PDCL,76.242555
PDCL2,0.00641
PDCL3,166.4823
PDDC1,116.88345
PDE10A,16.913786666666667
PDE11A,14.02541
PDE12,54.5591125
PDE1A,13.433215714285714
PDE1B,0.01387
PDE1C,20.220603333333333
PDE2A,10.03769
PDE3A,23.9613825
PDE3B,134.44839
PDE4A,15.537284
PDE4B,246.03310000000002
PDE4D,37.019798333333334
PDE4DIP,52.327864999999996
PDE5A,41.70106166666667
PDE6A,15.1927
PDE6B,37.752404999999996
PDE6C,3.20861
PDE6D,68.52315666666667
PDE6G,4.87771
PDE6H,1.31765
PDE7A,190.70798166666668
PDE7B,3.479063333333333
PDE8A,30.7805575
PDE8B,5.696750000000001
PDE9A,37.88147
PDGFA,67.502805
PDGFB,30.433632499999998
PDGFC,85.218455
PDGFD,43.53936
PDGFRA,14.291045
PDGFRB,8.00934
PDGFRL,0.75191
PDHA1,111.92478999999999
PDHA2,35.04315
PDHB,187.47904
PDHX,58.52695
PDIA2,68.40559666666667
PDIA3,198.02484
PDIA4,97.46982
PDIA6,238.5455975
PDIK1L,35.22607
PDILT,8.50836
PDK1,104.12083333333334
PDK2,61.206385000000004
PDK3,159.6409
PDK4,31.57377333333333
PDLIM1,778.88155
PDLIM2,144.766755
PDLIM3,12.391656666666668
PDLIM4,29.45876
PDLIM5,59.684664999999995
PDLIM7,64.86563857142856
PDP1,201.28497
PDP2,52.189454999999995
PDPK1,32.868
PDPN,33.894735
PDPR,63.401469999999996
PDRG1,76.9494
PDS5A,117.010665
PDS5B,66.68031
PDSS1,28.995475
PDSS2,39.967855
PDX1,50.02463666666667
PDXDC1,12.201122
PDXK,81.96051666666666
PDXP,18.65374
PDYN,5.98439
PDZD11,165.53917
PDZD2,5.988366666666667
PDZD3,73.69148
PDZD4,81.20208
PDZD7,337.33264
PDZD8,83.00547
PDZD9,43.26348
PDZK1,2.53816
PDZK1IP1,927.9432300000001
PDZRN3,57.45293
PDZRN4,4.99049
PEA15,170.737205
PEAK1,39.786370000000005
PEAR1,77.23016
PEBP1,239.77709000000002
PEBP4,25.55185
PECAM1,667.5817480000001
PECR,1034.16025
PEF1,85.09309
PEG10,3.63107
PEG3,8.4597
PELI1,903.86331
PELI2,170.92954
PELI3,17.71493
PELO,35.81329
PELP1,45.98791
PEMT,72.64231
PENK,32.29907
PEPD,82.80545
PER2,98.77513
PER3,16.757025
PERM1,59.8208
PERP,15.630934
PES1,82.53124
PET112,43.6248
PET117,44.598575
PEX1,52.054730000000006
PEX10,22.74303
PEX11A,8.312985000000001
PEX11B,116.64823
PEX11G,29.12199
PEX12,75.90717
PEX13,23.893896
PEX14,35.79938333333333
PEX16,116.08111666666666
PEX19,78.381955
PEX2,87.24252666666666
PEX26,27.56578
PEX3,47.35103333333333
PEX5,31.596835
PEX5L,7.8678175
PEX6,28.340445000000003
PEX7,13.807220000000001
PF4,6207.88009
PF4V1,652.01391
PFAS,47.03733
PFDN1,77.97028
PFDN2,210.96294
PFDN4,85.90114333333334
PFDN5,2834.367085
PFKFB1,51.387570000000004
PFKFB2,28.4321625
PFKFB3,277.82224
PFKFB4,98.515945
PFKL,133.88539
PFKM,62.19232
PFKP,82.88003499999999
PFN1,2338.41508
PFN2,21.63521
PFN4,26.0236
PGAM1,1560.59213
PGAM2,10.74642
PGAM5,14.260525000000001
PGAP1,14.582456000000002
PGAP2,55.125535
PGAP3,20.110924999999998
PGBD1,0.00336
PGBD2,37.92188
PGBD4,14.26802
PGBD5,16.31374
PGC,55.287335
PGD,363.7937233333334
PGF,775.0460149999999
PGGT1B,144.06453333333334
PGK1,767.1298266666668
PGK2,20.58011
PGLS,191.44499
PGLYRP1,91.39595
PGLYRP2,9.92271
PGLYRP3,696.62955
