Gene,Value
COL27A1,39.393860000000004
COL28A1,4.5712
COL2A1,14.120140000000001
COL3A1,13.22852
COL4A1,45.03968
COL4A2,11.788945
COL4A3,11.107835714285715
COL4A3BP,455.7528025
COL4A4,16.25506
COL4A5,12.158629999999999
COL4A6,7.867603333333334
COL5A1,21.36187
COL5A2,4.65579
COL5A3,15.959415
COL6A1,17.0879725
COL6A2,48.23254
COL6A3,230.60913
COL6A5,10.57402
COL6A6,2.546405
COL7A1,18.242649999999998
COL8A1,6.3439733333333335
COL8A2,15.31229
COL9A1,3.0397299999999996
COL9A2,30.660235
COL9A3,41.30314
COLCA1,671.50989
COLEC10,1.61828
COLEC11,1.76644
COLEC12,15.18304
COLGALT1,94.47175000000001
COLGALT2,14.998025
COLQ,7.40718
COMMD1,98.13053
COMMD10,51.69018333333333
COMMD2,88.80897999999999
COMMD3,320.69205
COMMD4,48.936933333333336
COMMD5,39.6607525
COMMD6,1053.83564
COMMD7,208.799825
COMMD8,508.90141
COMMD9,94.22781
COMP,1.69961
COMT,144.5856325
COMTD1,96.79396
COPA,119.2265025
COPB1,518.2049366666666
COPB2,235.265915
COPE,144.427695
COPG1,129.91191
COPRS,270.97256
COPS2,292.5797
COPS3,441.34219
COPS4,133.05869
COPS5,330.902
COPS6,166.734605
COPS7A,63.99612
COPS7B,98.7776
COPS8,84.82087666666666
COPZ1,380.466455
COPZ2,41.818645000000004
COQ10A,45.46041
COQ10B,218.312785
COQ2,54.00732
COQ3,48.56771499999999
COQ4,51.211295
COQ5,119.8253
COQ6,10.68909
COQ7,25.384780000000003
COQ9,120.916035
CORIN,33.60093666666666
CORO1A,1950.85034
CORO1B,67.96828
CORO1C,642.7952499999999
CORO2A,25.703159999999997
CORO2B,8.35649
CORO6,58.60613
CORO7,39.1768
COTL1,949.2367766666666
COX1,13221.28965
COX10,82.06738
COX11,91.28773666666666
COX14,160.2566
COX15,89.484745
COX17,161.63722
COX18,42.827495
COX19,82.40572499999999
COX2,7438.6615
COX20,206.81557999999998
COX3,5969.70887
COX4I1,1040.1528675
COX4I2,190.50604
COX5A,311.90376
COX5B,574.802285
COX6A1,799.3147449999999
COX6A2,110.82338
COX6B1,1850.38637
COX6B1P3,167.63875
COX6B2,31.54241
COX6C,1015.06207
COX7A1,4.03503
COX7A2,1455.92984
COX7A2L,591.38883
COX7A2P2,466.98488
COX7B,623.613485
COX7B2,7.33354
COX7C,1537.158566666667
COX8A,617.72533
COX8C,0.70802
CP,14.1227725
CPA1,0.00155
CPA2,27.81085
CPA3,47.71406
CPA4,113.04846
CPA5,24.54351
CPA6,2.863845
CPAMD8,22.95024
CPB1,9.10802
CPB2,70.2444
CPD,241.28994400000002
CPE,1.54893
CPEB1,29.42488
CPEB2,149.53953
CPEB3,32.9789375
CPEB4,393.88014749999996
CPED1,18.679815
CPLX1,5.98559
CPLX2,41.83567
CPLX3,46.27843
CPM,21.603281666666664
CPN1,13.33948
CPN2,6.13853
CPNE2,101.98433
CPNE3,306.46668
CPNE4,1.66016
CPNE5,73.67883
CPNE6,18.93888
CPNE7,223.32617
CPNE8,37.15313333333333
CPNE9,38.74962
CPO,5.09645
CPOX,85.48031
CPPED1,1332.6427333333334
CPQ,247.845345
CPS1,9.590425
CPS1-IT1,4.03115
CPSF1,224.67773
CPSF2,75.47561666666667
CPSF3,122.13632
CPSF3L,87.592996
CPSF4,257.85583
CPSF6,78.61854333333333
CPSF7,105.790915
CPT1A,79.4985225
CPT1C,3.58977
CPT2,48.6373
CPTP,71.48251
CPVL,576.80263
CPXCR1,4.52236
CPXM1,26.06908
CPXM2,71.15279333333334
CPZ,54.59346
CR1,255.45303833333332
CR1L,39.56279
CR2,62.96508
CRABP1,22.619765
CRABP2,22.70772
CRADD,157.45813
CRAMP1L,36.52843
CRAT,90.39719
CRB1,9.59112
CRB2,6.22814
CRB3,34.47467
CRBN,779.4555049999999
CRCP,95.98913999999999
CRCT1,15.17254
CREB1,419.44469285714285
CREB3,56.01563
CREB3L1,29.37858
CREB3L2,181.6841433333333
CREB3L3,110.40213
CREB3L4,12.59661
CREB5,199.188965
CREBBP,293.5547775
CREBL2,231.37400333333335
CREBRF,617.4255820000001
CREBZF,81.09481833333334
CREG1,1205.9681
CREG2,410.611585
CRELD1,28.17888
CRELD2,118.5309
CREM,29.776188333333334
CRH,4.5415399999999995
CRHBP,40.45387
CRHR1,15.234610000000002
CRHR1-IT1,52.2435825
CRHR2,39.63107
CRIM1,76.23958333333333
CRIP1,217.18731
CRIP2,29.5359
CRIP3,6.28719
CRIPAK,97.43172999999999
CRIPT,162.13949166666666
CRISP1,4.909050000000001
CRISP2,22.8497
CRISP3,14.92745
CRISPLD1,9.67853
CRISPLD2,387.96989499999995
CRK,318.97796
CRKL,238.920485
CRLF1,28.22685
CRLF2,20.37628
CRLF3,1730.04586
CRLS1,50.394763999999995
CRMP1,22.53491
CRNKL1,150.83813
CRNN,10.83893
CROCC,26.851365
CROCCP2,102.51249
CROCCP3,37.37613
CROT,42.11600333333333
CRP,8.946935
CRTAC1,19.59135
CRTAM,97.4957
CRTAP,153.169564
CRTC1,56.14074
CRTC2,269.46502
CRTC3,179.59115
CRX,6.7904599999999995
CRY1,144.24109
CRY2,67.71196
CRYAA,0.52677
CRYAB,5.26423
CRYBA1,2.0774
CRYBA2,1.53863
CRYBA4,13.92935
CRYBB1,18.88341
CRYBB2,7.530445
CRYBB2P1,56.073253333333334
CRYBB3,0.00144
CRYBG3,61.59874
CRYGA,8.7725
CRYGB,0.48679
CRYGC,10.00059
CRYGD,9.84567
CRYGN,16.23743
CRYGS,20.44549
CRYL1,39.71269
CRYM,61.91378
CRYZ,119.02395
CRYZL1,93.071482
CS,378.96625
CSAD,59.15627
CSDC2,12.09781
CSDE1,814.27637
CSE1L,134.6355
CSF1,149.5586475
CSF1R,332.42675
CSF2,197.550995
CSF2RA,125.13121000000001
CSF2RB,3056.4201
CSF3,0.01126
CSF3R,2143.20832
CSGALNACT1,355.49072
CSGALNACT2,386.15393666666665
CSHL1,24.142266
CSK,532.30385
CSMD1,16.478422000000002
CSMD2,12.825386666666667
CSMD3,35.27343
CSN1S1,15.80439
CSN1S2AP,60.54494
CSN2,6.95217
CSN3,7.10049
CSNK1A1,251.8804953846154
CSNK1A1P1,5.02243
CSNK1D,225.26777666666666
CSNK1E,39.727276
CSNK1G1,56.8135425
CSNK1G2,402.840785
CSNK1G2-AS1,21.37185
CSNK1G3,54.33813333333333
CSNK2A2,132.59385
CSNK2B,340.94435999999996
CSPG4,12.447894999999999
CSPG4P1Y,0.49224
CSPG4P5,23.49233
CSPG5,25.35716
CSPP1,50.466802
CSRNP1,235.9762
CSRNP2,46.97873
CSRNP3,10.901778333333333
CSRP1,190.46369
CSRP2,18.37292
CSRP3,62.60262
CST1,0.05164
CST11,15.604345
CST13P,0.00158
CST2,2.08865
CST3,350.3956033333333
CST4,48.30708
CST5,27.97011
CST6,24.69982
CST7,696.56605
CST8,21.4989
CST9,318.98793
CST9L,2.34614
CSTA,2507.3417
CSTB,486.59147
CSTF1,59.265985
CSTF2,31.19498
CSTF2T,120.13091
CSTF3,56.77192
CSTL1,2.12071
CT55,4.16111
CT83,17.47708
CTAG2,19.7158
CTAGE1,10.51386
CTAGE15,145.39161
CTAGE5,33.205047500000006
CTBP1,348.25272499999994
CTBP1-AS2,52.021765
CTBP2,602.9832516666667
CTBS,854.53846
CTC1,37.40087333333333
CTCF,399.44794
CTCFL,5.39712
CTDNEP1,472.05263
CTDP1,81.80835
CTDSP1,500.17172
CTDSP2,765.93014
CTDSPL,60.397416
CTDSPL2,55.15345000000001
CTF1,2.54408
CTGF,0.98147
CTH,12.36625
CTHRC1,7.643
CTIF,115.91719
CTLA4,21.520782
CTNNA1,219.81169599999998
CTNNA2,16.60932
CTNNA3,5.262905
CTNNAL1,131.32229
CTNNB1,307.7627733333333
CTNNBIP1,70.03457
CTNNBL1,101.45625
CTNND1,193.67102
CTNND2,16.255096666666667
CTNS,24.731606666666664
CTPS1,31.51253
CTPS2,28.029735
CTR9,388.84864
CTRB2,53.20714
CTRC,19.7268
CTRL,25.23276
CTSA,1037.90209
CTSB,876.8494000000001
CTSC,373.51436
CTSD,155.01207
CTSE,137.38091
CTSF,19.08036
CTSG,30.16931
CTSH,566.96658
CTSK,31.52369
CTSL,78.05391
CTSO,215.13785
CTSS,2954.057443333333
CTSV,27.57691
CTSW,265.68818
CTSZ,127.5814
CTTN,82.54972599999999
CTTNBP2,4.40229
CTTNBP2NL,82.58791333333333
CTU2,52.496665
CTXN1,32.39187
CTXN3,12.072865
CUBN,32.55057
CUEDC1,24.21125
CUEDC2,148.35874
CUL1,87.15442
CUL2,53.415975
CUL3,470.7403166666666
CUL4A,171.70786666666666
CUL4B,182.6024825
CUL5,163.925125
CUL7,41.119344999999996
CUL9,35.246375
CUTA,569.26509
CUTC,128.06745
CUX1,157.262334
CUX2,14.617650000000001
CUZD1,12.10194
CWC15,694.78807
CWC22,100.02978
CWC25,83.97815
CWC27,207.14276
CWF19L1,63.667993333333335
CWF19L2,67.72645
CWH43,19.243920000000003
CX3CL1,13.967155
CX3CR1,1115.7084399999999
CXADR,7.5875025
CXCL1,141.02974
CXCL10,25.93334
CXCL11,2.96519
CXCL12,29.503315
CXCL13,5.80274
CXCL14,2.754026666666667
CXCL16,273.90522
CXCL17,30.48777
CXCL2,20.47139
CXCL3,0.63423
CXCL5,99.9929
CXCL6,23.28292
CXCL8,408.84657999999996
CXCL9,22.25441
CXCR1,901.3165
CXCR2,4357.48909
CXCR3,51.87328
CXCR4,1514.2453733333332
CXCR5,36.835955
CXCR6,28.244235
CXXC1,437.61199500000004
CXXC1P1,11.17395
CXXC4,23.801485
CXXC5,357.55357000000004
CXorf21,559.35578
CXorf22,4.86353
CXorf23,34.19109
CXorf24,20.91993
CXorf36,19.447265
CXorf38,188.819155
CXorf40A,183.79721333333336
CXorf40B,304.2993
CXorf56,19.256675
CXorf57,8.87712
CXorf58,6.65299
CXorf65,17.24375
CXorf67,2.94517
CYB561,130.453034
CYB561A3,401.14224
CYB561D1,263.52326
CYB561D2,77.28885
CYB5A,56.6159975
CYB5B,46.0726625
CYB5D1,30.471365
CYB5D2,23.45584
CYB5R1,115.88782499999999
CYB5R2,28.26784
CYB5R3,491.155855
CYB5R4,400.445185
CYB5RL,8.175795
CYBA,790.853295
CYBB,153.08686
CYBRD1,219.808875
CYC1,145.66559
CYCS,273.9809633333333
CYFIP1,190.55127
CYFIP2,597.95813
CYGB,32.79394333333334
CYHR1,30.3791625
CYLC1,55.97520666666666
CYLC2,15.01022
CYLD,202.86908285714284
CYP11A1,10.20035
CYP11B1,72.40701
CYP11B2,14.50888
CYP17A1,7.887384999999999
CYP19A1,111.93173571428572
CYP1A1,19.87688
CYP1A2,129.19538
CYP1B1,178.622085
CYP1B1-AS1,8.212685
CYP20A1,55.93784
CYP24A1,5.44438
CYP26A1,28.82922
CYP26B1,21.705894999999998
CYP27A1,299.75381
CYP27B1,26.67012
CYP27C1,6.48193
CYP2A13,38.41192
CYP2A6,140.7328725
CYP2A7P1,22.546300000000002
CYP2B6,52.140390000000004
CYP2B7P,16.79604
CYP2C18,4.8955649999999995
CYP2C19,13.97163
CYP2C8,1.6936799999999999
CYP2C9,89.20353
CYP2E1,22.431196666666665
CYP2F1,15.00969
CYP2J2,22.15842
CYP2R1,27.159940000000002
CYP2S1,23.9202
CYP2U1,22.2152175
CYP2W1,0.08366
CYP39A1,20.74927333333333
CYP3A4,251.449184
CYP3A43,179.8431375
CYP3A5,9.61299
CYP3A7,32.75535
CYP46A1,15.38687
CYP4A11,38.941756
CYP4B1,96.163855
CYP4F11,0.00145
CYP4F12,20.07101
CYP4F2,88.393185
CYP4F22,6.14161
CYP4F3,997.35804
CYP4F30P,2.91405
CYP4F8,11.71874
CYP4V2,43.7211025
CYP4X1,4.2489
CYP4Z1,4.28061
CYP4Z2P,4.81426
CYP51A1,41.508520000000004
CYP7A1,0.00687
CYP7B1,4.93444
CYP8B1,20.19475
CYR61,101.81039
CYS1,2.7872
CYSLTR1,220.41657666666666
CYSLTR2,69.59714
CYSRT1,81.33201
CYSTM1,812.72461
CYTH1,279.90119
CYTH2,107.01640000000002
CYTH3,18.1965925
CYTH4,235.91942333333336
CYTIP,2087.81906
CYTL1,13.06181
CYYR1,37.904810000000005
D2HGDH,17.59309
DAAM1,46.631104
DAAM2,49.30243
DAB1,90.28224333333333
DAB2,136.74178857142857
DAB2IP,30.910709999999998
DACH1,25.14945
DACH2,22.51345
DACT1,17.57166
DACT2,45.05268
DACT3,45.059779999999996
DAD1,849.93696
DAG1,46.54813
DAGLA,42.55629
DAGLB,35.7485225
DAK,22.760225
DALRD3,85.52262
DAND5,246.9686
DAO,19.24727
DAOA,21.09685
DAOA-AS1,5.09389
DAP,317.92028
DAP3,365.79539
DAPK1,117.092135
DAPK2,88.163325
DAPK3,17.89891
DAPL1,0.01566
DAPP1,621.78327
DARS,365.16785
DARS2,202.54641
DAW1,14.70276
DAXX,139.951905
DAZAP1,248.15531
DAZAP2,1775.748128
DAZL,5.94165
DBF4,75.87532
DBF4B,19.41773
DBH,20.183355
DBI,691.95113
DBIL5P,6.5449
DBIL5P2,1.84688
DBN1,34.150935000000004
DBNDD1,8.9893
DBNDD2,71.71195
DBNL,127.22833
DBP,47.05536
DBR1,68.981465
DBT,391.29205333333334
DCAF10,114.30613
DCAF11,180.786245
DCAF12,4267.98139
DCAF12L1,54.22726
DCAF12L2,2.9885
DCAF13,95.8106425
DCAF15,43.5903475
DCAF16,57.59411
DCAF17,18.58128
DCAF4,74.089125
DCAF4L1,12.53572
DCAF4L2,0.643
DCAF5,117.24585200000001
DCAF6,249.65179666666666
DCAF7,122.4122042857143
DCAF8,61.55796999999999
DCAF8L2,23.6171
DCAKD,30.209693333333334
DCBLD1,98.71714499999999
DCBLD2,6.5379499999999995
DCC,28.627413333333333
DCD,0.56896
DCDC1,1.67365
DCDC2,7.47901
DCHS1,46.38271
DCHS2,9.490175
DCK,573.5687
DCLK1,32.069587500000004
DCLK2,26.40942
DCLK3,1.40977
DCLRE1A,67.69699
DCLRE1B,35.35414
DCLRE1C,202.644756
DCN,27.706125714285715
DCP1A,105.210465
DCP1B,59.97292
DCP2,397.30650499999996
DCPS,57.69686
DCST1,4.17495
DCST2,6.17782
DCSTAMP,17.16504
DCT,10.556072499999999
DCTD,110.79228999999998
DCTN1,141.63571
DCTN2,151.85779333333332
DCTN3,357.84296
DCTN4,155.6435
DCTN5,45.827868
DCTN6,144.34776
DCTPP1,114.56605
DCUN1D1,222.53623000000002
DCUN1D2,23.6544
DCUN1D3,120.02269
DCUN1D4,37.60196666666667
DCUN1D5,46.635
DCX,30.358710000000002
DCXR,198.79017
DDA1,57.04762333333334
DDAH1,18.7408075
DDAH2,290.03826000000004
DDB1,301.03909
DDB2,30.51621
DDC,344.970425
DDC-AS1,90.66666
DDHD1,48.282328
DDHD2,116.08856
DDI1,6.00793
DDIAS,26.16434
DDIT3,137.88926
DDIT4,268.87051
DDIT4L,14.83439
DDN,118.1156
DDO,17.995755000000003
DDOST,405.682915
DDR1,74.5379275
DDR2,16.88983
DDRGK1,355.21263
DDT,68.06008
DDX1,231.92452
DDX10,37.19821
DDX11,70.58202800000001
DDX11L2,572.27696
DDX17,941.0984119999999
DDX18,230.89135499999998
DDX19A,73.780715
DDX19B,5.80476
DDX20,76.45776000000001
DDX21,398.94941
DDX23,167.06628999999998
DDX24,380.35074999999995
DDX25,5.51545
DDX26B,115.27148
DDX27,120.72306666666668
DDX28,28.25401
DDX31,21.762226666666667
DDX39A,208.1177
DDX3X,433.57468500000004
DDX3Y,119.72827749999999
DDX4,86.0588
DDX41,101.3101
DDX42,81.62161666666667
DDX43,2.08243
DDX46,202.20640500000002
DDX49,75.91511666666666
DDX5,1835.5706300000002
DDX50,96.09465666666667
DDX51,59.805883333333334
DDX52,31.384149999999998
DDX53,6.40237
DDX54,26.012330000000002
DDX55,37.53523
DDX56,71.160535
DDX58,176.54121666666666
DDX59,582.0250533333333
DDX6,316.16284333333334
DDX60,224.09525
DDX60L,212.135585
DEAF1,20.07222
DEC1,7.67485
DECR1,543.79224
DECR2,40.52781
DEDD,171.15535666666668
DEDD2,781.18533
DEF6,274.791535
DEF8,541.0242099999999
DEFA4,45.8038
DEFA5,11.08932
DEFA6,14.5183
DEFB1,15.41952
DEFB103A,20.29465
DEFB107A,0.00093
DEFB108B,1.00086
DEFB114,1.02865
DEFB118,34.94351
DEFB119,24.500205
DEFB121,0.0064
DEFB123,12.47764
DEFB124,65.61247
DEFB125,1.72289
DEFB126,71.18858999999999
DEFB127,7.70096
DEFB129,2.33104
DEFB132,6.69332
DEFT1P,367.34358
DEGS1,496.076285
DEGS2,64.26749
DEK,1294.42453
DENND1A,65.482805
DENND1B,61.478078333333336
DENND1C,230.30813
DENND2A,13.676596666666667
DENND2C,34.9023
DENND2D,316.77845
DENND3,224.6491
DENND4A,92.07083
DENND4B,497.04632
DENND4C,136.82738
DENND5A,934.80977
DENND5B,22.660654
DENND6A,348.21727
DENND6B,33.09458
DENR,232.491872
DEPDC1,7.36543
DEPDC1B,37.16803
DEPDC4,20.963185
DEPDC5,26.66734
DEPDC7,17.49931
DEPTOR,7.460155
DERA,126.03269
DERL1,196.6408575
DERL2,129.6587
DERL3,22.48864
DES,50.28057999999999
DESI1,92.515855
DESI2,129.509206
DET1,39.831450000000004
DEXI,78.92073
DFFA,97.01806333333333
DFFB,20.94771
DFNA5,36.6601
DFNB31,20.10549
DGAT1,91.37062
DGAT2,315.66939
DGCR11,13.24243
DGCR14,59.95115833333333
DGCR2,330.75387
DGCR5,19.637539999999998
DGCR6,82.997
DGCR6L,26.49336
DGCR8,38.202765
DGKA,304.48643500000003
DGKB,2.273885
DGKD,487.76962
DGKE,21.69564
DGKG,18.002675
DGKH,8.3664
DGKI,1.346395
DGKK,46.74737
DGKQ,40.765805
DGKZ,230.643715
DGUOK,126.34910666666667
DHCR24,18.34055
DHCR7,33.374520000000004
DHDDS,79.912245
DHDH,30.35728
DHFR,63.551410000000004
DHFRL1,76.62663500000001
DHH,14.38012
DHODH,33.831846666666664
DHPS,121.76141666666666
DHRS1,86.05541
DHRS11,10.67073
DHRS12,45.56197
DHRS13,163.07387
DHRS2,50.070055
DHRS3,93.67217
DHRS4-AS1,39.252224999999996
DHRS7,367.6012333333333
DHRS7B,40.81322
DHRS7C,16.44464
DHRS9,255.39038333333335
DHTKD1,108.977475
DHX15,630.836375
DHX16,67.55602
DHX29,155.52352
DHX30,60.56964166666666
DHX32,137.26872
DHX33,101.55134000000001
DHX34,51.260753333333334
DHX35,20.768846666666665
DHX36,341.5828925
DHX37,30.27792
DHX38,52.58621
DHX40,232.18038
DHX57,17.887259999999998
DHX58,11.73725
DHX8,53.10637
DHX9,274.41639333333336
DIABLO,229.70355
DIAPH1,284.4100525
DIAPH2,38.38637
DIAPH2-AS1,6.18547
DIAPH3,12.705216666666667
DICER1,576.6089966666667
DICER1-AS1,10.768464999999999
DIDO1,76.0033475
DIEXF,40.923135
DIMT1,223.65771999999998
DIO1,29.50584
DIO2,44.45077
DIO3,20.33353
DIP2A,133.91021
DIP2B,117.41421666666666
DIP2C,32.733176666666665
DIRAS1,7.099285
DIRAS2,5.90877
DIRAS3,11.68998
DIRC1,1.35755
DIRC2,178.78604
DIS3,68.04738
DIS3L,81.94843
DIS3L2,64.035685
DISC1,14.000201999999998
DISP1,9.37691
DISP2,36.29112
DIXDC1,29.34094
DKC1,118.13377666666668
DKFZP434F142,10.02383
DKFZP434I0714,26.13169
DKFZP434K028,39.6899
DKFZP434L187,4.4497
DKFZp434E1119,6.07499
DKFZp779M0652,7.99797
DKK1,10.43719
DKK2,10.792135
DKK3,4.933626
DKK4,7.05369
DKKL1,25.6089
DLAT,48.593763333333335
DLC1,24.37668
DLD,246.14016
DLEC1,10.774679999999998
DLEU1,76.4481
DLEU2L,23.10099
DLEU7,2.12282
DLG1,52.075781428571425
DLG2,5.772530000000001
DLG3,78.47697000000001
DLG4,8.91331
DLG5,37.88725
DLG5-AS1,24.70636
DLGAP1,22.217594
DLGAP1-AS1,39.299255
DLGAP2,106.93579
DLGAP3,14.36858
DLGAP4,63.995706
DLGAP5,0.02255
DLK1,20.109385
DLK2,163.68681
DLL1,19.42765
DLL3,18.73169
DLL4,67.91419
DLST,49.37772
DLX1,14.795275
DLX2,34.419905
DLX3,17.81445
DLX4,23.11541
DLX5,5.36057
DLX6,5.5425933333333335
DMAP1,30.14402
DMBT1,1358.92992
DMBX1,5.13931
DMC1,230.356435
DMD,128.7787475
DMGDH,7.931369999999999
DMKN,61.04285
DMP1,3.25486
DMPK,58.002475000000004
DMRT1,8.45369
DMRT2,21.83757
DMRT3,14.979045
DMRTA1,0.00244
DMRTA2,152.51448
DMRTB1,0.00446
DMRTC2,0.0016
DMTF1,232.06032
DMTN,2641.0914
DMWD,170.0639633333333
DMXL1,106.350005
DMXL2,213.59204499999998
DNA2,7.24258
DNAAF1,25.62079
DNAAF2,24.27597
DNAAF3,78.51954
DNAH1,26.37853076923077
DNAH10,29.109636666666663
DNAH11,10.205443333333333
DNAH12,22.68813
DNAH14,7.0138875
DNAH17,21.203315
DNAH2,22.085715
DNAH3,187.976728
DNAH5,11.93448
DNAH6,22.65707625
DNAH7,53.98063666666667
DNAH8,9.08543
DNAH9,21.040016666666666
DNAI1,108.0923
DNAI2,21.956915000000002
DNAJA1,863.20474
DNAJA2,241.03561
DNAJA3,152.021985
DNAJA4,198.2249775
DNAJB1,217.525215
DNAJB11,165.32387
DNAJB12,73.4171975
DNAJB13,176.23346
DNAJB14,344.40183666666667
DNAJB2,240.09063
DNAJB4,36.30399
DNAJB5,23.398645
DNAJB6,276.09020333333336
DNAJB7,0.00211
DNAJB8,35.09262
DNAJB9,114.67962
DNAJC1,398.70965666666666
DNAJC10,88.769426
DNAJC11,108.698775
DNAJC12,4.846806666666667
DNAJC13,169.02175333333335
DNAJC14,58.99828
DNAJC15,82.51921333333333
DNAJC16,59.31717666666666
DNAJC17,16.13817
DNAJC18,17.975196666666665
DNAJC19,115.00937
DNAJC2,96.323945
DNAJC21,54.12453571428572
DNAJC22,27.542703333333336
DNAJC24,64.644255
DNAJC27,17.2700275
DNAJC28,68.44248
DNAJC3,282.37111500000003
DNAJC30,30.670379999999998
DNAJC4,57.820921999999996
DNAJC5,111.11238666666667
DNAJC5B,115.155335
DNAJC5G,9.553
DNAJC6,59.595885
DNAJC7,97.793775
DNAJC8,132.49190666666667
DNAJC9,70.17117333333334
DNAL1,26.38405333333333
DNAL4,10.75892
DNALI1,1.163815
DNASE1,39.58633
DNASE1L1,126.36459
DNASE1L2,53.84824
DNASE1L3,192.49221
DNASE2,445.946815
DNASE2B,3.49215
DND1,117.013235
DNER,31.73437
DNHD1,29.233472500000005
DNM1,11.11407
DNM1L,100.89595666666666
DNM1P35,15.80695
DNM1P46,37.66112
DNM2,69.28983666666666
DNM3,56.567696666666656
DNMBP,31.254295000000003
DNMT1,454.45509
DNMT3A,92.51736666666666
DNMT3B,23.23885
DNMT3L,63.36319
DNPEP,205.53929666666667
DNPH1,33.560763333333334
DNTT,8.293543333333334
DNTTIP1,217.50377
DNTTIP2,472.40353
DOC2A,11.6982
DOC2B,47.4418
DOCK1,15.071504
DOCK10,129.86824000000001
DOCK11,560.060495
DOCK2,255.62677
DOCK3,26.29696
DOCK4,15.615496666666667
DOCK5,326.84619250000003
DOCK6,38.285520000000005
DOCK7,8.000605
DOCK8,637.7720125000001
DOCK9,71.563608
DOHH,21.393365
DOK1,106.90518
DOK2,159.82119
DOK3,877.6729250000001
DOK4,52.68682666666667
DOK5,56.470555000000004
DOK6,10.197989999999999
DOK7,117.27853
DOLK,14.45316
DOLPP1,64.2565
DONSON,42.52413
DOPEY1,39.2382825
DOPEY2,28.2649
DOT1L,279.89186666666666
DPAGT1,59.25267
DPCD,129.639205
DPCR1,13.753625
DPEP1,9.32299
DPEP2,474.25558
DPEP3,38.40629
DPF1,50.53175
DPF2,360.21756
DPF3,9.304350000000001
DPH2,23.33063
DPH3,201.66755
DPH3P1,18.9592
DPH5,138.783648
DPH6,13.415700000000001
DPH7,26.27645
DPM1,549.83188
DPM2,760.9899
DPM3,53.07502
DPP10,10.60853
DPP3,64.784825
DPP4,46.96729666666667
DPP6,16.892783333333334
DPP7,41.49036666666667
DPP8,287.57420666666667
DPP9,101.19843666666667
DPPA2,19.06578
DPPA3,1.88118
DPPA4,14.56809
DPPA5,2.67812
DPT,17.98799
DPY19L1,18.95549
DPY19L2,4.297625
DPY19L2P2,21.06012
DPY19L2P4,13.69337
DPY19L3,73.11741
DPY19L4,19.315136666666664
DPY30,248.79676666666668
DPYD,307.66114
DPYS,7.91945
DPYSL2,369.25005
DPYSL3,11.815473333333335
DPYSL4,19.88606
DPYSL5,195.93911
DQX1,15.65256
DR1,180.1607375
DRAM1,145.48276
DRAM2,278.24821000000003
DRAP1,202.76883
DRAXIN,32.25087
DRC1,71.67465
DRD1,3.19683
DRD2,140.2554625
DRD3,34.255385
DRD4,0.00172
DRD5,75.02628
DRG1,329.79214
DRG2,32.46718
DRICH1,7.63912
DROSHA,98.95465
DRP2,44.60855333333333
DSC1,2.22459
DSC2,38.9382425
DSC3,18.573626666666666
DSCAM,50.58974666666666
DSCAML1,10.462945
DSCC1,2.97201
DSCR10,28.47835
DSCR3,115.287745
DSCR4,10.08151
DSCR8,502.30162
DSCR9,16.93067
DSE,77.71094666666667
DSEL,318.04273666666666
DSERG1,67.22347
DSG1,0.58627
DSG2,2.3851999999999998
DSG3,44.567505000000004
DSG4,12.69038
DSN1,34.3027
DSP,0.1501
DSPP,50.14797
DST,107.90616400000002
DSTN,190.75698666666668
DSTNP2,110.06576
DSTYK,64.6720625
DTD1,143.385015
DTD2,37.166195
DTHD1,1.61034
DTL,10.151115
DTNA,23.03246
DTNB,5.22955
DTNBP1,69.21005666666667
DTWD1,27.00296833333333
DTWD2,19.29394
DTX1,40.88489
DTX2,18.5839
DTX2P1-UPK3BP1-PMS2P11,105.882695
DTX3,29.895164
DTX3L,884.13423
DTX4,160.00773
DTYMK,32.568908
DUOX1,79.32993333333333
DUOX2,40.6477
DUOXA1,97.00291
DUOXA2,36.74666
DUS1L,252.05621
DUS2,214.24231
DUS3L,10.535405
DUS4L,14.211525
DUSP1,1082.0942400000001
DUSP10,34.22658
DUSP11,264.14133
DUSP12,117.6798
DUSP13,18.60891
DUSP14,35.50871
DUSP15,50.71078
DUSP16,63.3619775
DUSP18,57.50458
DUSP19,9.4439
DUSP2,44.13453
DUSP21,26.18372
DUSP22,251.19584
DUSP23,74.16063
DUSP26,15.75619
DUSP27,14.63006
DUSP28,94.70321
DUSP3,79.84797
DUSP4,4.816583333333333
DUSP5,32.28791
DUSP5P1,9.11921
DUSP6,987.7027133333335
DUSP7,102.715665
DUSP8,49.464380000000006
DUSP9,103.10625
DUT,589.17741
DUTP1,21.02809
DVL1,45.58356
DVL2,29.37946
DVL3,62.605425
DXO,31.59513
DYDC1,0.00247
DYDC2,4.09274
DYM,65.89424000000001
DYNC1H1,123.20738000000001
DYNC1I1,62.670919999999995
DYNC1I2,145.27529
DYNC1LI1,290.997945
DYNC1LI2,203.2193075
DYNC2H1,13.059109999999999
DYNC2LI1,17.8749075
DYNLL1,1668.20466
DYNLL2,231.98704333333333
DYNLRB1,394.69029
DYNLRB2,15.85359
DYNLT1,1942.77781
DYNLT3,333.04559
DYRK1A,204.948466
DYRK1B,49.494215
DYRK2,259.338225
DYRK3,12.355464999999999
DYRK4,75.9707
DYSF,882.07513
DYX1C1,11.206430000000001
DZANK1,5.423035
